epoch step loss
41 150 0.0015128373634070158
42 50 0.00015199719928205013
42 100 1.7215789556503296
42 150 0.015839967876672745
43 50 0.015932129696011543
43 100 0.012706736102700233
43 150 2.7939672797572257e-09
44 50 0.0018317849608138204
44 100 0.010695727542042732
44 150 2.495928015378013e-07
45 50 0.2850649952888489
45 100 7.636811005795607e-08
45 150 0.0026495479978621006
46 50 2.211042919952888e-05
46 100 2.6314861315768212e-05
46 150 0.0016544732498005033
47 50 0.0008656513527967036
47 100 0.0013126999838277698
47 150 0.0012180404737591743
48 50 0.025751246139407158
48 100 0.001600827556103468
48 150 0.015879474580287933
49 50 0.00026295153656974435
49 100 0.007693118415772915
49 150 0.0029057208448648453
50 50 0.0019529226701706648
50 100 0.0024147466756403446
50 150 0.005776005331426859
51 50 0.001224916661158204
51 100 0.08834149688482285
51 150 0.015498597174882889
52 50 0.018379898741841316
52 100 0.002085351152345538
52 150 0.0010810253443196416
53 50 0.0009664959507063031
53 100 8.139243618643377e-06
53 150 0.0010737888514995575
54 50 0.016255520284175873
54 100 0.0013332422822713852
54 150 0.0019071297720074654
55 50 0.001247940119355917
55 100 0.0027466886676847935
55 150 0.01421432662755251
56 50 0.0016664036083966494
56 100 0.017463861033320427
56 150 0.0010815395507961512
57 50 0.016085151582956314
57 100 0.01780552789568901
57 150 7.291916404028598e-07
58 50 0.0036823877599090338
58 100 0.001421585213392973
58 150 0.0003335426445119083
59 50 0.005143293179571629
59 100 0.002080095000565052
59 150 0.004424164071679115
60 50 0.00131277646869421
60 100 0.0028966832906007767
60 150 0.00343142356723547
61 50 9.313220417084267e-09
61 100 0.0027082667220383883
61 150 0.015242315828800201
62 50 0.0
62 100 6.606801889574854e-06
62 150 1.8533098966599937e-07
63 50 0.002121205907315016
63 100 0.08648208528757095
63 150 0.0017656610580161214
64 50 0.00040419219294562936
64 100 0.012036900967359543
64 150 1.2266526222229004
65 50 5.801924203296949e-07
65 100 6.9948255259078e-06
65 150 0.11145878583192825
66 50 0.0
66 100 0.014025210402905941
66 150 0.013290137983858585
67 50 0.01616577059030533
67 100 0.0
67 150 0.6392700672149658
68 50 0.0014219671720638871
68 100 0.0016243413556367159
68 150 9.313225191043273e-10
69 50 0.0024865497834980488
69 100 0.004265816882252693
69 150 0.01596427895128727
70 50 0.0017400170909240842
70 100 0.0033955189865082502
70 150 0.004046875983476639
71 50 0.002611543983221054
71 100 0.004718164913356304
71 150 0.0019134163158014417
72 50 0.00254241144284606
72 100 0.0014430320588871837
72 150 0.016466159373521805
73 50 0.001318207010626793
73 100 0.0008213531691581011
73 150 0.0
74 50 0.0
74 100 0.001576440641656518
74 150 0.003005367936566472
75 50 0.0014110002666711807
75 100 0.00261692120693624
75 150 0.0013933914015069604
76 50 0.0017158295959234238
76 100 5.10353004301578e-07
76 150 0.0026115821674466133
77 50 1.0896432911522425e-07
77 100 2.9802265544276452e-08
77 150 0.0
78 50 0.0109932329505682
78 100 0.0
78 150 0.00010607423610053957
79 50 0.015125853940844536
79 100 0.003844313323497772
79 150 0.009708283469080925
80 50 0.0055051217786967754
80 100 1.0877093927774695e-06
80 150 0.0013517864281311631
81 50 2.317872031198931e-06
81 100 0.003378883469849825
81 150 0.0033805500715970993
82 50 0.0034055975265800953
82 100 0.0016670902259647846
82 150 0.0015762133989483118
83 50 1.5832323185804853e-07
83 100 0.4317263066768646
83 150 0.1830885410308838
84 50 0.01396426372230053
84 100 0.00016525483806617558
84 150 0.0
85 50 0.014545680023729801
85 100 0.0035874780733138323
85 150 0.7617542743682861
86 50 4.004676767976889e-08
86 100 1.8363608660365571e-06
86 150 0.0013797965366393328
87 50 8.635105587018188e-06
87 100 1.052323579788208
87 150 0.0012803749414160848
88 50 0.0036576599813997746
88 100 0.004027878865599632
88 150 0.0013180748792365193
89 50 0.006252922583371401
89 100 0.0015882860170677304
89 150 0.03578348457813263
90 50 0.0
90 100 0.0016469383845105767
90 150 3.576196832000278e-07
91 50 0.007542848587036133
91 100 1.5411015748977661
91 150 0.0016978356288746
92 50 0.015613813884556293
92 100 0.0034339388366788626
92 150 0.0
93 50 0.0014459711965173483
93 100 0.01825025863945484
93 150 0.0030934838578104973
94 50 0.0016258315881714225
94 100 0.0018685758113861084
94 150 0.18095573782920837
95 50 0.12889377772808075
95 100 0.015551386401057243
95 150 0.0020024862606078386
96 50 0.0039487192407250404
96 100 0.003723814617842436
96 150 0.015696445479989052
97 50 1.9371269388557266e-07
97 100 0.21518072485923767
97 150 0.0
98 50 0.006995361298322678
98 100 0.0
98 150 0.001792935305275023
99 50 0.002081563463434577
99 100 0.004141721874475479
99 150 0.0
100 50 0.0
100 100 0.0009899898432195187
100 150 0.01569724828004837
