epoch step loss
69 100 0.0017694293055683374
69 150 0.013134147971868515
70 50 0.0015118190785869956
70 100 0.0029544124845415354
70 150 0.0014888130826875567
71 50 0.0
71 100 0.0
71 150 0.001628080615773797
72 50 0.0015979800373315811
72 100 0.014033556915819645
72 150 0.0
73 50 0.014289784245193005
73 100 0.001354325213469565
73 150 0.0028718593530356884
74 50 0.0015819440595805645
74 100 0.001672521699219942
74 150 0.0026300938334316015
75 50 0.0014223880134522915
75 100 0.0
75 150 0.015594872646033764
76 50 0.0030790437012910843
76 100 0.00291640218347311
76 150 0.013163126073777676
77 50 0.0
77 100 0.0018310140585526824
77 150 0.001660047797486186
78 50 0.0029203041922301054
78 100 0.0025429746601730585
78 150 0.0014952175552025437
79 50 0.016740741208195686
79 100 0.0004521303635556251
79 150 0.0013144077965989709
80 50 0.0012816768139600754
80 100 0.0
80 150 0.001618010806851089
81 50 0.01616016775369644
81 100 0.001665959833189845
81 150 0.14649353921413422
82 50 0.0014124240260571241
82 100 0.0015299880178645253
82 150 0.0013686161255463958
83 50 0.0014238201547414064
83 100 0.0
83 150 0.0
84 50 0.0158594511449337
84 100 0.015470155514776707
84 150 0.003373272018507123
85 50 0.0
85 100 0.018181204795837402
85 150 0.0
86 50 0.0
86 100 0.0013468493707478046
86 150 0.0014797119656577706
87 50 0.0
87 100 0.013761976733803749
87 150 13.79745101928711
88 50 0.015148304402828217
88 100 0.0028204668778926134
88 150 0.0005689048557542264
89 50 0.0034000196028500795
89 100 0.0023548677563667297
89 150 0.0
90 50 0.0
90 100 0.0025083976797759533
90 150 5.037761638959637e-06
91 50 0.01328384131193161
91 100 0.0
91 150 0.0
92 50 0.002375249518081546
92 100 0.0
92 150 0.0022935126908123493
93 50 0.0
93 100 0.0
93 150 0.004318803548812866
94 50 0.014332994818687439
94 100 0.0
94 150 0.0017712856642901897
95 50 0.0
95 100 5.494784005577458e-08
95 150 1.2107183700038604e-08
96 50 0.0
96 100 0.0
96 150 0.004118295386433601
97 50 0.0020404390525072813
97 100 0.011884414590895176
97 150 0.0
98 50 0.0021864217706024647
98 100 0.003953036852180958
98 150 0.001879528514109552
99 50 0.001692634541541338
99 100 0.0034664575941860676
99 150 0.004628544673323631
100 50 3.3641481422819197e-06
100 100 0.0019180718809366226
100 150 0.0
